date,qty,Google_imm,lvmh_stock_price,kering_stock_price,ftse_mib_price,usa_index,china_index
2019-07-07,2065.503019027065,26.0,380.79998779296875,522.2000122070312,21986.0,2990.409912109375,3011.05908203125
2019-07-14,2237.375588886938,25.0,384.0,522.2000122070312,22183.0,3013.77001953125,2930.550048828125
2019-07-21,2078.942253892239,25.0,382.29998779296875,522.7000122070312,21641.0,2976.610107421875,2924.199951171875
2019-07-28,2176.056966295861,25.0,385.6000061035156,473.25,21838.0,3025.860107421875,2944.5400390625
2019-08-04,2222.154280921134,24.0,358.3999938964844,450.8999938964844,21047.0,2932.050048828125,2867.840087890625
2019-08-11,2245.2029382335195,25.0,364.3500061035156,454.6000061035156,20324.0,2918.64990234375,2774.75
2019-08-18,2256.727266889649,26.0,348.45001220703125,432.29998779296875,20323.0,2888.679931640625,2823.820068359375
2019-08-25,2262.489431217698,22.0,355.5,426.0,20474.0,2847.110107421875,2897.429931640625
2019-09-01,2479.972480023959,23.0,362.3999938964844,440.3999938964844,21323.0,2926.4599609375,2886.239990234375
2019-09-08,2258.056162777927,24.0,379.8999938964844,453.75,21947.0,2978.7099609375,2999.60009765625
2019-09-15,2386.6569928834892,25.0,382.0,468.6000061035156,22181.0,3007.389892578125,3031.239990234375
2019-09-22,2306.456965528181,22.0,370.04998779296875,468.95001220703125,22123.0,2992.070068359375,3006.449951171875
2019-09-29,2235.56155074459,25.0,360.1499938964844,464.75,21948.0,2961.7900390625,2932.169921875
2019-10-06,2200.1138433527954,24.0,349.6000061035156,441.8999938964844,21470.0,2952.010009765625,2905.18994140625
2019-10-13,2090.5324943553774,23.0,378.20001220703125,471.8500061035156,22165.0,2970.27001953125,2973.659912109375
2019-10-20,1902.2407252689559,24.0,375.04998779296875,469.6499938964844,22322.0,2986.199951171875,2938.139892578125
2019-10-27,1642.831214197517,22.0,383.95001220703125,514.0,22609.0,3022.550048828125,2954.929931640625
2019-11-03,1703.5982911757171,24.0,389.25,515.0,22934.0,3066.909912109375,2958.199951171875
2019-11-10,1570.8189441274678,24.0,403.0,519.5999755859375,23534.0,3093.080078125,2964.179931640625
2019-11-17,1588.8813162791323,26.0,405.5,545.7999877929688,23589.0,3120.4599609375,2891.340087890625
2019-11-24,1590.938333094957,29.0,396.25,541.4000244140625,23260.0,3110.2900390625,2885.2900390625
2019-12-01,1648.6587714725752,29.0,407.29998779296875,546.7000122070312,23259.0,3140.97998046875,2871.97998046875
2019-12-08,1727.2903824594782,26.0,401.3500061035156,549.0999755859375,23183.0,3145.909912109375,2912.013916015625
2019-12-15,1763.9915707906666,28.0,403.79998779296875,562.0,23329.0,3168.800048828125,2967.676025390625
2019-12-22,1782.3421649562606,34.0,410.5,580.0999755859375,24004.0,3221.219970703125,3004.93798828125
2019-12-29,1791.5174620390576,32.0,417.6000061035156,590.7000122070312,23758.0,3240.02001953125,3005.035888671875
2020-01-05,1796.1051105804563,29.0,419.1000061035156,600.9000244140625,23702.0,3234.85009765625,3083.785888671875
2020-01-12,1571.2251382107906,27.0,423.6499938964844,592.0999755859375,24021.0,3265.35009765625,3092.291015625
2020-01-19,1639.349974727322,26.0,439.04998779296875,610.2000122070312,24141.0,3329.6201171875,3075.49609375
2020-01-26,1490.0111614177608,24.0,416.29998779296875,573.2999877929688,23969.0,3295.469970703125,2976.528076171875
2020-02-02,1759.9220746271887,22.0,395.29998779296875,555.0,23237.0,3225.52001953125,2976.528076171875
2020-02-09,2000.831627880143,22.0,413.95001220703125,565.7000122070312,24478.0,3327.7099609375,2875.9599609375
2020-02-16,1930.401024069245,26.0,414.95001220703125,579.4000244140625,24867.0,3380.159912109375,2917.008056640625
2020-02-23,1908.5536428043051,23.0,404.5,561.5999755859375,24773.0,3337.75,3039.6689453125
2020-03-01,1897.6299521718352,22.0,370.8500061035156,505.79998779296875,21984.0,2954.219970703125,2880.303955078125
2020-03-08,1922.5345292519567,18.0,360.3500061035156,483.5,20800.0,2972.3701171875,3034.510986328125
2020-03-15,1758.175501141242,14.0,314.8999938964844,405.0,15954.0,2711.02001953125,2887.427001953125
2020-03-22,1533.7508650667976,13.0,311.0,419.70001220703125,15732.0,2304.919921875,2745.617919921875
2020-03-29,1421.5385470295755,14.0,341.6499938964844,479.5,16823.0,2541.469970703125,2772.202880859375
2020-04-05,1365.4323880109644,15.0,325.04998779296875,452.70001220703125,16384.0,2488.64990234375,2763.987060546875
2020-04-12,1337.3793085016587,17.0,347.3999938964844,473.70001220703125,17622.0,2789.820068359375,2796.631103515625
2020-04-19,1323.352768747006,17.0,358.0,503.3999938964844,17055.0,2874.56005859375,2838.4951171875
2020-04-26,1116.725852432009,19.0,340.8500061035156,451.3500061035156,16859.0,2836.739990234375,2808.529052734375
2020-05-03,1073.011241245173,19.0,352.45001220703125,460.20001220703125,17690.0,2830.7099609375,2860.08203125
2020-05-10,926.4048463866463,20.0,352.25,447.5,17439.0,2929.800048828125,2895.340087890625
2020-05-17,1152.6300884559669,20.0,330.25,411.3500061035156,16852.0,2863.699951171875,2868.458984375
2020-05-24,1120.8829760388196,20.0,355.29998779296875,422.8999938964844,17316.0,2955.449951171875,2813.764892578125
2020-05-31,1029.7394481300814,21.0,375.0,469.6000061035156,18198.0,3044.31005859375,2852.35107421875
2020-06-07,946.6200054951414,21.0,404.25,536.0999755859375,20188.0,3193.929931640625,2930.799072265625
2020-06-14,1054.1637916784957,22.0,379.1499938964844,487.3500061035156,18888.0,3041.31005859375,2919.740966796875
2020-06-21,1107.9356847701729,23.0,380.04998779296875,509.8999938964844,19619.0,3097.739990234375,2967.6298828125
2020-06-28,1188.9164225153977,24.0,387.70001220703125,477.0,19124.0,3009.050048828125,2979.551025390625
2020-07-05,1229.4067913880099,27.0,396.70001220703125,494.79998779296875,19727.0,3130.010009765625,3152.81298828125
2020-07-12,1302.9181439473878,26.0,400.70001220703125,499.75,19768.0,3185.0400390625,3383.322021484375
2020-07-19,1409.8106641508994,27.0,410.25,515.4000244140625,20419.0,3224.72998046875,3214.12890625
2020-07-26,1606.0741332885345,25.0,399.1000061035156,495.0,20075.0,3215.6298828125,3196.76806640625
2020-08-02,1771.7997765168827,26.0,366.75,481.75,19092.0,3271.1201171875,3310.007080078125
2020-08-09,1776.3304625475084,24.0,374.0,485.3500061035156,19516.0,3351.280029296875,3354.034912109375
2020-08-16,1778.5958055628214,25.0,386.04998779296875,496.6000061035156,20028.0,3372.85009765625,3360.09912109375
2020-08-23,1779.7284770704778,24.0,385.45001220703125,495.5,19695.0,3397.159912109375,3380.68310546875
2020-08-30,1735.0414222898612,23.0,396.3500061035156,516.2999877929688,19841.0,3508.010009765625,3403.806884765625
2020-09-06,1716.870821389613,22.0,402.8500061035156,555.0,19391.0,3426.9599609375,3355.366943359375
2020-09-13,1530.9975666190671,21.0,416.6000061035156,570.5999755859375,19821.0,3340.969970703125,3260.345947265625
2020-09-20,1503.8479648162556,23.0,413.8500061035156,587.7000122070312,19525.0,3319.469970703125,3338.090087890625
2020-09-27,1604.5449732528368,22.0,400.20001220703125,566.0,18698.0,3298.4599609375,3219.41796875
2020-10-04,1654.8934774711274,22.0,407.6499938964844,577.7999877929688,19064.0,3348.419921875,3218.052001953125
2020-10-11,1566.062779499633,23.0,411.8999938964844,581.7999877929688,19595.0,3477.139892578125,3272.075927734375
2020-10-18,1534.2484146821726,23.0,432.6000061035156,589.4000244140625,19390.0,3483.81005859375,3336.35791015625
2020-10-25,1679.6381385724462,22.0,428.0,556.0,19285.0,3465.389892578125,3277.9970703125
2020-11-01,1679.692775571803,21.0,402.29998779296875,518.5,17943.0,3269.9599609375,3224.532958984375
2020-11-08,1679.720094071481,25.0,435.5,567.5,19682.0,3509.43994140625,3312.158935546875
2020-11-15,1706.9735192008234,24.0,469.75,609.0,20904.0,3585.14990234375,3310.10498046875
2020-11-22,1650.7154505683266,28.0,492.54998779296875,613.7000122070312,21707.0,3557.5400390625,3377.72998046875
2020-11-29,1614.3031467484632,23.0,496.0,606.2000122070312,22352.0,3638.35009765625,3408.306884765625
2020-12-06,1548.5982457333525,25.0,492.25,601.9000244140625,22179.0,3699.1201171875,3444.5810546875
2020-12-13,1701.0697820435028,25.0,500.3999938964844,573.5,21702.0,3663.4599609375,3347.19091796875
2020-12-20,1777.3055501985777,32.0,499.54998779296875,558.0,21976.0,3709.409912109375,3394.89990234375
2020-12-27,1815.4234342761154,34.0,496.45001220703125,552.7000122070312,22130.0,3703.06005859375,3396.56298828125
2021-01-03,1884.7825739802051,29.0,510.8999938964844,594.4000244140625,22233.0,3756.070068359375,3473.069091796875
2021-01-10,1919.4621438322501,24.0,525.2999877929688,586.2999877929688,22794.0,3824.679931640625,3570.110107421875
2021-01-17,1936.8019287582724,26.0,493.95001220703125,561.7999877929688,22381.0,3768.25,3566.3779296875
2021-01-24,1919.9600366880888,24.0,511.5,544.0,22088.0,3841.469970703125,3606.75
2021-01-31,1993.9518839339385,27.0,498.29998779296875,541.5999755859375,21573.0,3714.239990234375,3483.069091796875
2021-02-07,1878.5838081073066,21.0,528.7000122070312,549.0,23083.0,3886.830078125,3496.330078125
2021-02-14,1872.1758450937032,24.0,529.2999877929688,547.9000244140625,23411.0,3934.830078125,3655.087890625
2021-02-21,1858.9297532723176,24.0,541.7999877929688,528.0,23136.0,3906.7099609375,3696.16796875
2021-02-28,1692.8520418654193,23.0,525.0,524.9000244140625,22849.0,3811.14990234375,3509.080078125
2021-03-07,1609.81318616197,23.0,523.2000122070312,539.0,22966.0,3841.93994140625,3501.987060546875
2021-03-14,1603.6222988912784,22.0,563.4000244140625,596.4000244140625,24113.0,3943.340087890625,3453.080078125
2021-03-21,1437.437397716473,23.0,557.4000244140625,593.5999755859375,24199.0,3913.10009765625,3404.659912109375
2021-03-28,1436.421508213219,24.0,554.9000244140625,564.9000244140625,24393.0,3974.5400390625,3418.326904296875
2021-04-04,1412.2037439543633,24.0,571.7000122070312,599.4000244140625,24710.0,4019.8701171875,3484.39208984375
2021-04-11,1311.5137779294505,27.0,588.2999877929688,611.9000244140625,24429.0,4128.7998046875,3450.679931640625
2021-04-18,1274.0652091068973,29.0,630.0,635.0,24744.0,4185.47021484375,3426.6201171875
2021-04-25,1345.0169986910057,28.0,628.0999755859375,648.7999877929688,24386.0,4180.169921875,3474.169921875
2021-05-02,1396.8070651199614,27.0,626.2000122070312,666.5,24141.0,4181.169921875,3446.860107421875
2021-05-09,1542.1225077453978,29.0,631.4000244140625,695.0999755859375,24612.0,4232.60009765625,3418.8701171875
2021-05-16,1606.4065010279578,25.0,628.0999755859375,706.9000244140625,24766.0,4173.85009765625,3490.3798828125
2021-05-23,1718.9204823302907,27.0,631.5999755859375,719.7999877929688,24975.0,4155.85986328125,3486.56005859375
2021-05-30,1623.9660432865153,27.0,655.7999877929688,748.7999877929688,25169.0,4204.10986328125,3600.780029296875
2021-06-06,1610.3780359071388,27.0,651.2000122070312,735.7000122070312,25570.0,4229.89013671875,3591.840087890625
2021-06-13,1474.0063759131613,25.0,668.0999755859375,742.9000244140625,25717.0,4247.43994140625,3589.75
2021-06-20,1698.4867606353555,27.0,681.0999755859375,750.0,25218.0,4166.4501953125,3525.10009765625
2021-06-27,2038.0806546020044,26.0,673.5999755859375,759.2000122070312,25511.0,4280.7001953125,3607.56005859375
2021-07-04,2207.877601585329,24.0,663.4000244140625,734.4000244140625,25282.0,4352.33984375,3518.760009765625
2021-07-11,2319.77854990275,26.0,662.4000244140625,731.2000122070312,25052.0,4369.5498046875,3524.090087890625
2021-07-18,2373.6691271585587,27.0,654.2999877929688,731.7999877929688,24793.0,4327.16015625,3539.300048828125
2021-07-25,2400.6144157864633,30.0,674.0,747.5999755859375,25125.0,4411.7900390625,3550.39990234375
2021-08-01,2546.4740053336336,30.0,673.9000244140625,756.2000122070312,25363.0,4395.259765625,3397.360107421875
2021-08-08,2356.866468165577,30.0,697.4000244140625,782.5,26000.0,4436.52001953125,3458.22998046875
2021-08-15,2262.0626995815483,29.0,709.7999877929688,788.9000244140625,26653.0,4468.0,3516.300048828125
2021-08-22,2214.660815289534,31.0,620.0,652.5,25918.0,4441.669921875,3427.333984375
2021-08-29,1937.0251216512177,32.0,623.0999755859375,668.5999755859375,26007.0,4509.3701171875,3522.156982421875
2021-09-05,1924.243229355578,36.0,634.9000244140625,683.2999877929688,26065.0,4535.43017578125,3581.72998046875
2021-09-12,1945.8987133232004,37.0,663.5,696.4000244140625,25686.0,4458.580078125,3703.110107421875
2021-09-19,1913.7476714774816,33.0,631.0,637.2000122070312,25710.0,4432.990234375,3613.969970703125
2021-09-26,1849.774577557852,34.0,642.9000244140625,633.7999877929688,25969.0,4455.47998046875,3613.070068359375
2021-10-03,1840.1781724561733,35.0,630.0,627.2999877929688,25615.0,4357.0400390625,3568.169921875
2021-10-10,1785.160708500584,34.0,627.7000122070312,627.0,26051.0,4391.33984375,3592.169921875
2021-10-17,1770.2772212785626,34.0,664.7999877929688,668.7999877929688,26489.0,4471.3701171875,3572.3701171875
2021-10-24,1849.3643131852346,36.0,667.2999877929688,646.0999755859375,26572.0,4544.89990234375,3582.60009765625
2021-10-31,1831.157624519325,35.0,677.2000122070312,648.2000122070312,26876.0,4605.3798828125,3547.340087890625
2021-11-07,1819.680920444694,39.0,708.9000244140625,659.9000244140625,27796.0,4697.52978515625,3491.570068359375
2021-11-14,1829.8875143535179,55.0,722.9000244140625,677.7999877929688,27732.0,4682.85009765625,3539.10009765625
2021-11-21,1757.2102597052497,51.0,733.5,716.9000244140625,27337.0,4697.9599609375,3560.3701171875
2021-11-28,1602.5496442432861,48.0,692.0,665.5,25853.0,4594.6201171875,3564.090087890625
2021-12-05,1523.5855646398913,50.0,685.0,684.0,25939.0,4538.43017578125,3607.429931640625
2021-12-12,1593.6401167890804,51.0,710.0,700.5,26722.0,4712.02001953125,3666.35009765625
2021-12-19,1628.667392863675,56.0,699.0,689.7999877929688,26611.0,4620.64013671875,3632.360107421875
2021-12-26,1750.5021915529296,69.0,717.4000244140625,687.0,27016.0,4725.7900390625,3618.053955078125
2022-01-02,1781.3646828116093,54.0,727.0,706.9000244140625,27347.0,4766.18017578125,3639.780029296875
2022-01-09,1939.1817155057738,53.0,715.7999877929688,717.4000244140625,27618.0,4677.02978515625,3579.5400390625
2022-01-16,1947.4876461007807,46.0,675.4000244140625,665.5,27544.0,4662.85009765625,3521.260009765625
2022-01-23,1818.170948789469,46.0,697.2000122070312,668.7999877929688,27061.0,4397.93994140625,3522.570068359375
2022-01-30,1796.7070831499468,49.0,716.4000244140625,647.7999877929688,26565.0,4431.85009765625,3361.43994140625
2022-02-06,1689.5067037909334,46.0,706.0999755859375,652.2000122070312,26604.0,4500.52978515625,3361.43994140625
2022-02-13,1635.9065141114268,54.0,685.0,619.7999877929688,26966.0,4418.64013671875,3462.949951171875
2022-02-20,1773.4506508303816,47.0,686.2999877929688,666.5999755859375,26507.0,4348.8701171875,3490.760009765625
2022-02-27,1839.0613155230521,44.0,666.5999755859375,638.5999755859375,25773.0,4384.64990234375,3451.409912109375
2022-03-06,1868.636138699585,44.0,577.7999877929688,558.5999755859375,22465.0,4328.8701171875,3447.64990234375
2022-03-13,1864.4422361026282,46.0,594.9000244140625,557.0999755859375,23041.0,4204.31005859375,3309.75
2022-03-20,1835.778430968266,46.0,639.4000244140625,604.5,24222.0,4463.1201171875,3251.070068359375
2022-03-27,1816.5489239371987,41.0,626.0,582.2999877929688,24559.0,4543.06005859375,3212.239990234375
2022-04-03,1750.4119577283204,44.0,649.5999755859375,575.2999877929688,25163.0,4545.85986328125,3282.719970703125
2022-04-10,1717.3434746238813,46.0,631.7000122070312,551.2999877929688,24819.0,4488.27978515625,3251.85009765625
2022-04-17,1684.2582541966663,45.0,640.0,533.7999877929688,24862.0,4392.58984375,3211.2451171875
2022-04-24,1627.1458288882231,46.0,639.5999755859375,529.2000122070312,24280.0,4271.77978515625,3086.919921875
2022-05-01,1698.6850671336551,42.0,619.5,513.0999755859375,24252.0,4131.93017578125,3047.06005859375
2022-05-08,1704.832536834131,45.0,561.9000244140625,457.8999938964844,23476.0,4123.33984375,3001.56005859375
2022-05-15,1661.8322192602636,47.0,581.2999877929688,460.1000061035156,24048.0,4023.889892578125,3084.280029296875
2022-05-22,1602.1895571850598,49.0,556.5999755859375,450.3500061035156,24095.0,3901.360107421875,3146.570068359375
2022-05-29,1615.0039288361895,48.0,593.4000244140625,489.0,24636.0,4158.240234375,3130.239990234375
2022-06-05,1651.4856659736693,44.0,609.0999755859375,521.0,24167.0,4108.5400390625,3195.4599609375
2022-06-12,1716.0883410191175,54.0,572.9000244140625,510.3999938964844,22547.0,3900.860107421875,3284.830078125
2022-06-19,1790.0567822406408,49.0,544.7000122070312,481.8500061035156,21789.0,3674.840087890625,3316.7900390625
2022-06-26,1827.0410028514025,50.0,587.4000244140625,502.5,22119.0,3911.739990234375,3349.75
2022-07-03,1805.5622348562065,52.0,580.0,487.25,21355.0,3825.330078125,3387.639892578125
2022-07-10,2091.9162914130056,57.0,606.9000244140625,501.0,21774.0,3899.3798828125,3356.080078125
2022-07-17,2242.5145830647525,49.0,608.4000244140625,496.8999938964844,20933.0,3863.159912109375,3228.06005859375
2022-07-24,2346.905214473153,58.0,634.7000122070312,531.2999877929688,21212.0,3961.6298828125,3269.969970703125
2022-07-31,2285.0177406391995,81.0,675.0,556.9000244140625,22405.0,4130.2900390625,3253.239990234375
2022-08-07,2254.074003722223,76.0,682.2000122070312,543.5999755859375,22587.0,4145.18994140625,3227.030029296875
2022-08-14,2238.6021352637345,69.0,694.5,561.0,22971.0,4280.14990234375,3276.889892578125
2022-08-21,2230.8662010344906,60.0,698.2999877929688,558.0999755859375,22535.0,4228.47998046875,3258.080078125
2022-08-28,2207.5782066488073,56.0,669.0,528.9000244140625,21895.0,4057.659912109375,3236.219970703125
2022-09-04,1950.6992881925103,54.0,644.5999755859375,496.1000061035156,21921.0,3924.260009765625,3186.47998046875
2022-09-11,1822.2598289643615,53.0,652.2999877929688,522.2000122070312,22095.0,4067.360107421875,3262.050048828125
2022-09-18,1740.5284585088473,51.0,639.5,494.1499938964844,22111.0,3873.330078125,3126.39990234375
2022-09-25,1765.3095213093693,48.0,603.2000122070312,477.20001220703125,21067.0,3693.22998046875,3088.3701171875
2022-10-02,1754.7399443849908,60.0,610.4000244140625,458.54998779296875,20649.0,3585.6201171875,3024.389892578125
2022-10-09,1717.0411389226656,83.0,618.2000122070312,449.5,20902.0,3639.659912109375,3024.389892578125
2022-10-16,1682.6335492424162,62.0,625.2000122070312,448.0,20931.0,3583.070068359375,3071.989990234375
2022-10-23,1714.8167035139852,60.0,631.5,454.1000061035156,21568.0,3752.75,3038.929931640625
2022-10-30,1585.319087829395,59.0,649.2999877929688,463.75,22529.0,3901.06005859375,2915.929931640625
2022-11-06,1604.3354620017267,53.0,666.2000122070312,503.3999938964844,23282.0,3770.550048828125,3070.800048828125
2022-11-13,1731.0515896688194,50.0,706.2000122070312,543.5999755859375,24456.0,3992.929931640625,3087.2900390625
2022-11-20,1750.877826721226,69.0,698.2000122070312,551.0999755859375,24675.0,3965.340087890625,3097.239990234375
2022-11-27,1729.4647264195505,76.0,700.2000122070312,545.2999877929688,24719.0,4026.1201171875,3101.68994140625
2022-12-04,1734.8080314211793,48.0,715.2999877929688,559.7000122070312,24622.0,4071.699951171875,3156.139892578125
2022-12-11,1702.7295674749553,41.0,720.2999877929688,523.5,24277.0,3934.3798828125,3206.949951171875
2022-12-18,1672.4977081157272,40.0,693.7999877929688,491.04998779296875,23688.0,3852.360107421875,3167.85791015625
2022-12-25,1631.3125438818968,44.0,673.7999877929688,471.95001220703125,23878.0,3844.820068359375,3045.865966796875
2023-01-01,1589.620461183695,37.0,679.9000244140625,475.5,23707.0,3839.5,3089.260009765625
2023-01-08,1535.5754237353376,33.0,748.7999877929688,527.5999755859375,25180.0,3895.080078125,3157.639892578125
2023-01-15,1498.4550875317502,31.0,785.2999877929688,563.5999755859375,25783.0,3999.090087890625,3195.31005859375
2023-01-22,1464.8318157774524,32.0,782.7999877929688,531.5999755859375,25776.0,3972.610107421875,3264.81005859375
2023-01-29,1415.5089224143599,29.0,801.0,557.7000122070312,26436.0,4070.56005859375,3264.81005859375
2023-02-05,1482.1519408284798,27.0,829.4000244140625,598.5999755859375,26951.0,4136.47998046875,3263.409912109375
2023-02-12,1507.6193268817924,28.0,797.5999755859375,559.5,27268.0,4090.4599609375,3260.669921875
2023-02-19,1525.8791902576945,26.0,818.4000244140625,590.0,27751.0,4079.090087890625,3224.02001953125
2023-02-26,1541.2448450135507,26.0,777.2999877929688,553.7999877929688,26986.0,3970.0400390625,3267.159912109375
2023-03-05,1575.9195601411939,28.0,815.0999755859375,577.4000244140625,27825.0,4045.639892578125,3328.389892578125
2023-03-12,1489.1403468867993,26.0,802.5999755859375,573.5999755859375,27282.0,3861.590087890625,3230.080078125
2023-03-19,1545.2395690381838,26.0,787.2999877929688,547.0999755859375,25495.0,3916.639892578125,3250.550048828125
2023-03-26,1531.5168181130362,27.0,813.4000244140625,580.5,25892.0,3970.989990234375,3265.64990234375
2023-04-02,1502.7333779776015,28.0,844.4000244140625,600.0,27114.0,4109.31005859375,3272.860107421875
2023-04-09,1501.343355974499,28.0,829.0999755859375,555.4000244140625,27214.0,4105.02001953125,3327.64990234375
2023-04-16,1469.2461515040652,26.0,892.7999877929688,576.0,27872.0,4137.64013671875,3338.14990234375
2023-04-23,1401.071588364768,26.0,901.0999755859375,578.0,27746.0,4133.52001953125,3301.260009765625
2023-04-30,1335.2066110832063,27.0,871.0,579.7000122070312,27077.0,4169.47998046875,3323.27001953125
2023-05-07,1209.140682045234,25.0,876.9000244140625,561.4000244140625,27349.0,4136.25,3334.5
2023-05-14,1130.01629538972,25.0,885.4000244140625,545.4000244140625,27347.0,4124.080078125,3272.360107421875
2023-05-21,1138.4726143819962,26.0,874.2999877929688,535.0999755859375,27520.0,4191.97998046875,3283.5400390625
2023-05-28,1158.7076012376256,26.0,843.5,517.7000122070312,26713.0,4205.4501953125,3212.5
2023-06-04,1173.844394817047,25.0,830.9000244140625,506.70001220703125,27068.0,4282.3701171875,3230.070068359375
2023-06-11,1232.1140074439363,26.0,820.0,504.70001220703125,27162.0,4298.85986328125,3231.409912109375
2023-06-18,1292.0972987886882,27.0,868.5999755859375,527.7000122070312,27862.0,4409.58984375,3273.330078125
2023-06-25,1279.984821382511,27.0,830.0999755859375,502.20001220703125,27210.0,4348.330078125,3197.89990234375
2023-07-02,1260.2517832501223,27.0,863.0,505.6000061035156,28231.0,4450.3798828125,3202.06005859375
2023-07-09,1266.337876148234,27.0,825.4000244140625,477.6000061035156,27778.0,4398.9501953125,3196.610107421875
2023-07-16,1211.8987755095313,27.0,892.2999877929688,500.0,28663.0,4505.419921875,3237.699951171875
2023-07-23,1185.9157034281814,27.0,867.9000244140625,541.2999877929688,28855.0,4536.33984375,3167.75
2023-07-30,1146.7531155209317,27.0,841.2000122070312,531.2000122070312,29500.0,4582.22998046875,3275.929931640625
2023-08-06,1149.083864447015,26.0,816.0,514.5,28586.0,4478.02978515625,3288.083984375
2023-08-13,1150.2492389100566,28.0,820.4000244140625,517.0999755859375,28275.0,4464.0498046875,3189.25
2023-08-20,1150.8319261415777,26.0,776.9000244140625,492.6000061035156,27762.0,4369.7099609375,3131.949951171875
2023-08-27,1151.1232697573382,26.0,785.2999877929688,487.6000061035156,28208.0,4405.7099609375,3064.070068359375
2023-09-03,1179.9474793498177,23.0,775.7999877929688,488.79998779296875,28650.0,4515.77001953125,3133.25
2023-09-10,1159.2536906859777,24.0,740.0,469.70001220703125,28233.0,4457.490234375,3116.719970703125
2023-09-17,1148.9067963540576,27.0,761.2000122070312,469.1000061035156,28895.0,4450.31982421875,3117.739990234375
2023-09-24,1104.3384620943166,26.0,732.2999877929688,460.45001220703125,28576.0,4320.06005859375,3132.431884765625
2023-10-01,1146.096905978374,27.0,716.4000244140625,431.8999938964844,28243.0,4288.0498046875,3110.47509765625
2023-10-08,1064.3728504195817,27.0,729.7000122070312,425.3500061035156,27811.0,4308.5,3110.47509765625
2023-10-15,993.5112373550187,27.0,660.5999755859375,406.79998779296875,28237.0,4327.77978515625,3088.10009765625
2023-10-22,965.0004043781622,24.0,664.0,402.79998779296875,27357.0,4224.16015625,2983.06005859375
2023-10-29,920.0282479453003,26.0,661.4000244140625,383.5,27287.0,4117.3701171875,3017.783935546875
