date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,Google_imm_rol_mean,Google_imm_rol_std,Google_imm_rol_max,Google_imm_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,Google_imm-0,Google_imm_V_0,Google_imm-1,Google_imm_V_1,Google_imm-2,Google_imm_V_2,Google_imm-3,Google_imm_V_3,Google_imm-4,Google_imm_V_4,Google_imm-5,Google_imm_V_5,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,month,day
2024-07-07,1438.1050637473602,20.440831827396053,1456.315981451498,1414.0106225451868,66.75,1.8929694486001118,68.0,64.0,714.6750030517578,2.6924222502955364,717.2999877929688,711.4000244140625,324.0374984741211,16.429714524554416,338.5,302.5,1428.3189962910797,-0.017510044165558732,1453.774654701676,-0.0017450380152314886,1456.315981451498,0.029918699500405734,1414.0106225451868,-0.0012751612999456303,1415.816016337063,0.045984387156806375,1353.5728006280597,0.04249817033614454,68.0,0.0625,64.0,-0.04477611940298507,67.0,-0.014705882352941176,68.0,-0.04225352112676056,71.0,0.05970149253731343,67.0,-0.06944444444444445,716.4000244140625,0.0039238353754509,713.5999755859375,-0.00515824936567428,717.2999877929688,0.008293454001165794,711.4000244140625,-0.06701636142418033,762.5,0.037556095617146054,734.9000244140625,-0.02013330078125,335.04998779296875,-0.010192059695808714,338.5,0.05748201669991249,320.1000061035156,0.05818183835872934,302.5,-0.07802500953151101,328.1000061035156,0.03436315724152661,317.20001220703125,-0.045871557948697426,7,7
