date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,Google_imm_rol_mean,Google_imm_rol_std,Google_imm_rol_max,Google_imm_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,Google_imm-0,Google_imm_V_0,Google_imm-1,Google_imm_V_1,Google_imm-2,Google_imm_V_2,Google_imm-3,Google_imm_V_3,Google_imm-4,Google_imm_V_4,Google_imm-5,Google_imm_V_5,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,week_of_month_1,week_of_month_2,week_of_month_3,week_of_month_4,week_of_month_5
2024-07-21,334.5226904919941,72.30381312853682,430.0495098336392,254.5029158272044,8.25,0.5000000000000056,9.0,8.0,708.6499938964844,19.81338307625027,724.7999877929688,679.7999877929688,331.9499969482422,11.411770442783865,339.20001220703125,315.04998779296875,430.0495098336392,0.33307064240427986,322.60069058157103,-0.02519192135338062,330.93764572556233,0.30032948600971454,254.5029158272044,-0.08412543546269902,277.8796635277005,-0.14401946971554364,324.6331589286926,-0.04900765394860999,9.0,0.125,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,679.7999877929688,-0.062086093760881464,724.7999877929688,0.011725241614524663,716.4000244140625,0.0039238353754509,713.5999755859375,-0.00515824936567428,717.2999877929688,0.008293454001165794,711.4000244140625,-0.06701636142418033,315.04998779296875,-0.07119700337546714,339.20001220703125,0.012386284331479659,335.04998779296875,-0.010192059695808714,338.5,0.05748201669991249,320.1000061035156,0.05818183835872934,302.5,-0.07802500953151101,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
