date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,month,day
2024-07-14,3226.0664520661053,105.74465585229024,3380.873225258164,3151.7650453097644,710.75,10.156272435897648,717.2999877929688,695.7000122070312,329.8375015258789,8.448797308153987,338.5,320.1000061035156,3206.054861201857,-0.051708050674676764,3380.873225258164,0.06801314351813828,3165.572676494637,0.004380920210223224,3151.7650453097644,0.027065419883230635,3068.7091438324305,-0.007150494872725416,3090.809964637137,0.011597735568696492,695.7000122070312,-0.028894488416526247,716.4000244140625,0.0039238353754509,713.5999755859375,-0.00515824936567428,717.2999877929688,0.008293454001165794,711.4000244140625,-0.06701636142418033,762.5,0.037556095617146054,325.70001220703125,-0.027906210794178442,335.04998779296875,-0.010192059695808714,338.5,0.05748201669991249,320.1000061035156,0.05818183835872934,302.5,-0.07802500953151101,328.1000061035156,0.03436315724152661,7,14
