date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,Google_imm_rol_mean,Google_imm_rol_std,Google_imm_rol_max,Google_imm_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,Google_imm-0,Google_imm_V_0,Google_imm-1,Google_imm_V_1,Google_imm-2,Google_imm_V_2,Google_imm-3,Google_imm_V_3,Google_imm-4,Google_imm_V_4,Google_imm-5,Google_imm_V_5,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,month,day
2024-07-14,868.7629706518435,31.97822865334634,913.0289971479904,838.8433794490193,33.25,2.0615528128088236,35.0,31.0,710.75,10.156272435897648,717.2999877929688,695.7000122070312,329.8375015258789,8.448797308153987,338.5,320.1000061035156,869.0143129621056,-0.04820732345125132,913.0289971479904,0.0689138407638273,854.1651930482589,0.018265404454051334,838.8433794490193,0.03803455130800824,808.1073779210992,-0.005949395205188561,812.9439024765807,-0.023419180348504185,35.0,0.0,35.0,0.12903225806451613,31.0,-0.03125,32.0,-0.058823529411764705,34.0,0.030303030303030304,33.0,0.06451612903225806,695.7000122070312,-0.028894488416526247,716.4000244140625,0.0039238353754509,713.5999755859375,-0.00515824936567428,717.2999877929688,0.008293454001165794,711.4000244140625,-0.06701636142418033,762.5,0.037556095617146054,325.70001220703125,-0.027906210794178442,335.04998779296875,-0.010192059695808714,338.5,0.05748201669991249,320.1000061035156,0.05818183835872934,302.5,-0.07802500953151101,328.1000061035156,0.03436315724152661,7,14
