date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,Google_imm_rol_mean,Google_imm_rol_std,Google_imm_rol_max,Google_imm_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,ftse_mib_price_rol_mean,ftse_mib_price_rol_std,ftse_mib_price_rol_max,ftse_mib_price_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,qty-6,qty_V_6,qty-7,qty_V_7,Google_imm-0,Google_imm_V_0,Google_imm-1,Google_imm_V_1,Google_imm-2,Google_imm_V_2,Google_imm-3,Google_imm_V_3,Google_imm-4,Google_imm_V_4,Google_imm-5,Google_imm_V_5,Google_imm-6,Google_imm_V_6,Google_imm-7,Google_imm_V_7,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,lvmh_stock_price-6,lvmh_stock_price_V_6,lvmh_stock_price-7,lvmh_stock_price_V_7,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,kering_stock_price-6,kering_stock_price_V_6,kering_stock_price-7,kering_stock_price_V_7,ftse_mib_price-0,ftse_mib_price_V_0,ftse_mib_price-1,ftse_mib_price_V_1,ftse_mib_price-2,ftse_mib_price_V_2,ftse_mib_price-3,ftse_mib_price_V_3,ftse_mib_price-4,ftse_mib_price_V_4,ftse_mib_price-5,ftse_mib_price_V_5,ftse_mib_price-6,ftse_mib_price_V_6,ftse_mib_price-7,ftse_mib_price_V_7,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,week_of_month_1,week_of_month_2,week_of_month_3,week_of_month_4,week_of_month_5,month_variation
2024-01-28,1314.4933406214534,19.63044619316947,1341.1367248322667,1297.727952993001,70.5,4.203173404306154,75.0,66.0,697.8250122070312,51.647072033587115,773.0999755859375,659.4000244140625,370.09999847412115,15.063194180821629,384.7999877929688,350.5,30393.75,82.58884105412241,30471.0,30284.0,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,1341.1367248322667,-0.0005345367106048846,1341.8539950528943,-0.0010679317237882004,1343.2885354941495,-0.0021313112577655315,1346.15761637666,-0.006301782978676358,1354.694607797382,0.004378628227476042,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,66.0,-0.2413793103448276,87.0,-0.13,100.0,0.13636363636363635,88.0,0.2054794520547945,73.0,-0.02666666666666667,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,688.9000244140625,-0.06093232369067688,733.5999755859375,-0.005557864380166363,737.7000122070312,-0.014297183134659176,748.4000244140625,0.012582937539339228,739.0999755859375,0.057065164019322094,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,378.3999938964844,-0.0516290879787359,399.0,0.0030166220308074218,397.7999877929688,-0.0479837693375066,417.8500061035156,0.009787381416195477,413.7999877929688,0.05319418228851096,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,30441.0,0.0029322614654717976,30352.0,-3.2945672585905844e-05,30353.0,-0.0006913807861987226,30374.0,-0.0009867122747006974,30404.0,0.01590483827853515,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2024-02-04,1309.5313681080847,11.45843774942451,1321.2888347787923,1297.727952993001,71.5,3.109126351029593,75.0,68.0,720.125,64.23269329825087,778.0999755859375,659.4000244140625,369.65000152587896,14.756350530586737,384.7999877929688,350.5,30463.0,186.35628958171253,30718.0,30284.0,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,1341.1367248322667,-0.0005345367106048846,1341.8539950528943,-0.0010679317237882004,1343.2885354941495,-0.0021313112577655315,1346.15761637666,-0.006301782978676358,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,66.0,-0.2413793103448276,87.0,-0.13,100.0,0.13636363636363635,88.0,0.2054794520547945,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,688.9000244140625,-0.06093232369067688,733.5999755859375,-0.005557864380166363,737.7000122070312,-0.014297183134659176,748.4000244140625,0.012582937539339228,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,378.3999938964844,-0.0516290879787359,399.0,0.0030166220308074218,397.7999877929688,-0.0479837693375066,417.8500061035156,0.009787381416195477,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,30441.0,0.0029322614654717976,30352.0,-3.2945672585905844e-05,30353.0,-0.0006913807861987226,30374.0,-0.0009867122747006974,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2024-02-11,1312.833479855281,15.56503178129121,1330.389312133324,1297.727952993001,70.75,2.986078811194807,75.0,68.0,754.5249938964844,65.20715910879932,807.5,659.4000244140625,381.25,25.78248918265737,413.1000061035156,350.5,30634.25,394.57350392543674,31156.0,30284.0,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,1341.1367248322667,-0.0005345367106048846,1341.8539950528943,-0.0010679317237882004,1343.2885354941495,-0.0021313112577655315,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,66.0,-0.2413793103448276,87.0,-0.13,100.0,0.13636363636363635,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,688.9000244140625,-0.06093232369067688,733.5999755859375,-0.005557864380166363,737.7000122070312,-0.014297183134659176,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,378.3999938964844,-0.0516290879787359,399.0,0.0030166220308074218,397.7999877929688,-0.0479837693375066,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,30441.0,0.0029322614654717976,30352.0,-3.2945672585905844e-05,30353.0,-0.0006913807861987226,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
2024-02-18,1326.1874281841742,23.81649902485089,1355.343612831579,1297.727952993001,71.75,2.362907813126287,75.0,70.0,793.6249847412109,21.186070257541996,815.7999877929688,773.0999755859375,400.6500015258789,24.070248443840153,428.1000061035156,376.6000061035156,30996.25,584.5992216895235,31732.0,30379.0,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,1341.1367248322667,-0.0005345367106048846,1341.8539950528943,-0.0010679317237882004,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,66.0,-0.2413793103448276,87.0,-0.13,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,688.9000244140625,-0.06093232369067688,733.5999755859375,-0.005557864380166363,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,378.3999938964844,-0.0516290879787359,399.0,0.0030166220308074218,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,30441.0,0.0029322614654717976,30352.0,-3.2945672585905844e-05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2024-02-25,1341.5125630315997,18.53673483087446,1359.028492382703,1321.2888347787923,69.75,2.061552812808813,72.0,67.0,812.8749847412109,29.62233002854665,850.0999755859375,778.0999755859375,410.8625030517578,23.767810963409776,428.1000061035156,376.6000061035156,31576.75,856.8396874561755,32701.0,30718.0,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,1341.1367248322667,-0.0005345367106048846,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,66.0,-0.2413793103448276,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,688.9000244140625,-0.06093232369067688,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,378.3999938964844,-0.0516290879787359,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,30441.0,0.0029322614654717976,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2024-03-03,1347.4784743099506,12.81552489957255,1359.028492382703,1330.389312133324,70.25,2.362907813126289,72.0,67.0,829.9499969482422,21.454216095337117,850.0999755859375,807.5,422.7000045776367,6.622812676334852,428.1000061035156,413.1000061035156,32130.75,832.5732700489468,32934.0,31156.0,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,1317.18086514454,-0.01786235455652216,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,73.0,0.10606060606060606,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,669.9000244140625,-0.02758019934192958,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,366.7000122070313,-0.030919613842947714,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,30471.0,0.0009855129594954174,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2024-03-10,1345.5506118326443,16.338883237672313,1359.028492382703,1322.6778622240986,69.5,2.8867513459481153,72.0,67.0,839.3000030517578,15.818350804322682,850.0999755859375,815.7999877929688,423.7750015258789,4.578668365356398,428.1000061035156,417.3999938964844,32692.75,704.0801919289185,33404.0,31732.0,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,1301.927819516006,-0.011580069246496532,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,68.0,-0.0684931506849315,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,659.4000244140625,-0.015673980619994712,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,350.5,-0.04417783383624518,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,30284.0,-0.006136982704866923,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
2024-03-17,1332.2422709903365,25.057213111596187,1359.028492382703,1302.1102494623474,69.0,2.449489742783163,72.0,67.0,850.9250030517578,7.891910361006109,862.2999877929688,844.9000244140625,423.2874984741211,4.036372103003272,426.1499938964844,417.3999938964844,33244.75,548.0154346974751,33940.0,32701.0,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,1297.727952993001,-0.003225882771723985,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,75.0,0.10294117647058823,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,773.0999755859375,0.17242940091321327,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,384.7999877929688,0.09786016488721486,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,30379.0,0.0031369700171707832,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2024-03-24,1312.8952112238294,27.26059082563898,1345.1524798921964,1281.6402533166745,70.25,2.362907813126287,72.0,67.0,845.5500030517578,13.772078377024776,862.2999877929688,828.5999755859375,406.3874969482422,32.43859896386633,426.1499938964844,358.04998779296875,33655.5,616.1133553711221,34344.0,32934.0,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,1321.2888347787923,0.018155486079691713,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,70.0,-0.06666666666666667,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,778.0999755859375,0.006467468837016154,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,376.6000061035156,-0.02130972440119972,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,30718.0,0.01115902432601468,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2024-03-31,1295.3066453711604,21.624357161356663,1322.6778622240986,1274.798216481521,69.5,2.0816659994661144,72.0,67.0,842.375,14.926348042502822,862.2999877929688,828.5999755859375,391.9874954223633,34.74625477832469,426.1499938964844,358.04998779296875,34109.5,574.9466641930037,34750.0,33404.0,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,1330.389312133324,0.006887576065876059,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,70.0,0.0,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,807.5,0.03778437904707967,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,413.1000061035156,0.09691980724495072,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,31156.0,0.014258740803437723,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2024-04-07,1282.4814793311218,13.76388836200706,1302.1102494623474,1271.3771980639444,69.0,2.9439202887759355,72.0,65.0,831.0999908447266,25.60039184588804,862.2999877929688,799.7999877929688,378.3374938964844,32.055847202725865,426.1499938964844,358.04998779296875,34261.25,370.3830224690782,34750.0,33940.0,1271.3771980639444,-0.0026835764071106412,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,1355.343612831579,0.018757141590561976,65.0,-0.057971014492753624,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,72.0,0.02857142857142857,799.7999877929688,-0.04066213736079947,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,815.7999877929688,0.01027862265383127,362.7999877929688,-0.009690236799241999,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,428.1000061035156,0.036310820088056986,34011.0,-0.021266187050359712,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,31732.0,0.01848761073308512,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
2024-04-14,1284.814978801521,18.25838897157597,1311.444247343944,1271.3771980639444,68.5,2.8867513459481153,72.0,65.0,810.8249969482422,24.75484286930029,833.7000122070312,781.2000122070312,359.4249954223633,6.853041556024521,366.3500061035156,350.5,34217.25,427.3416860858101,34750.0,33764.0,1311.444247343944,0.03151468292888508,1271.3771980639444,-0.0026835764071106412,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,1359.028492382703,0.0027187788515308496,68.0,0.046153846153846156,65.0,-0.057971014492753624,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,67.0,-0.06944444444444445,781.2000122070312,-0.02325578378322278,799.7999877929688,-0.04066213736079947,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,850.0999755859375,0.04204460444497248,350.5,-0.03390294434074726,362.7999877929688,-0.009690236799241999,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,425.6499938964844,-0.005722990357628799,33764.0,-0.007262356296492311,34011.0,-0.021266187050359712,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,32701.0,0.030536997352829953,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
2024-04-21,1269.7643051592295,36.97131178793962,1311.444247343944,1221.437558747509,68.75,3.3040379335998233,73.0,65.0,802.8249969482422,22.126967736518118,833.7000122070312,781.2000122070312,354.6875,12.41412675178998,366.3500061035156,339.1000061035156,34111.75,437.58761027554596,34750.0,33764.0,1221.437558747509,-0.06863173084080752,1311.444247343944,0.03151468292888508,1271.3771980639444,-0.0026835764071106412,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,1345.1524798921964,-0.01021024398552425,73.0,0.07352941176470588,68.0,0.046153846153846156,65.0,-0.057971014492753624,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,72.0,0.07462686567164178,796.5999755859375,0.019713214462706637,781.2000122070312,-0.02325578378322278,799.7999877929688,-0.04066213736079947,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,846.4000244140625,-0.004352371812885634,339.1000061035156,-0.03252494692292261,350.5,-0.03390294434074726,362.7999877929688,-0.009690236799241999,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,423.9500122070313,-0.003993848734475711,33922.0,0.004679540338822415,33764.0,-0.007262356296492311,34011.0,-0.021266187050359712,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,32934.0,0.007125164368062139,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2024-04-28,1245.1733046511722,58.78472032407133,1311.444247343944,1176.4342144492916,69.5,3.696845502136462,73.0,65.0,792.4499969482422,8.121357381604977,799.7999877929688,781.2000122070312,347.5875015258789,11.616384473430543,362.7999877929688,337.95001220703125,33986.75,203.05889950126073,34250.0,33764.0,1176.4342144492916,-0.03684457218129502,1221.437558747509,-0.06863173084080752,1311.444247343944,0.03151468292888508,1271.3771980639444,-0.0026835764071106412,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,1322.6778622240986,-0.016707858777392285,72.0,-0.0136986301369863,73.0,0.07352941176470588,68.0,0.046153846153846156,65.0,-0.057971014492753624,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,67.0,-0.06944444444444445,792.2000122070312,-0.005523428965297,796.5999755859375,0.019713214462706637,781.2000122070312,-0.02325578378322278,799.7999877929688,-0.04066213736079947,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,844.9000244140625,-0.001772211669108121,337.95001220703125,-0.0033913119309508986,339.1000061035156,-0.03252494692292261,350.5,-0.03390294434074726,362.7999877929688,-0.009690236799241999,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,417.3999938964844,-0.015449977879345602,34250.0,0.00966924120040092,33922.0,0.004679540338822415,33764.0,-0.007262356296492311,34011.0,-0.021266187050359712,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,33404.0,0.01427096617477379,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2024-05-05,1222.2689962608151,62.87755746631898,1311.444247343944,1176.4342144492916,71.0,2.1602468994692687,73.0,68.0,788.0,7.612260211932165,796.5999755859375,781.2000122070312,339.0250015258789,8.991898768855167,350.5,328.54998779296875,33891.25,267.4663530240696,34250.0,33629.0,1179.7599645025157,0.0028269749488549975,1176.4342144492916,-0.03684457218129502,1221.437558747509,-0.06863173084080752,1311.444247343944,0.03151468292888508,1271.3771980639444,-0.0026835764071106412,1274.798216481521,-0.005338500267487272,1281.6402533166745,-0.015720632069461962,1302.1102494623474,-0.015549978833974375,71.0,-0.013888888888888888,72.0,-0.0136986301369863,73.0,0.07352941176470588,68.0,0.046153846153846156,65.0,-0.057971014492753624,69.0,-0.041666666666666664,72.0,0.02857142857142857,70.0,0.04477611940298507,782.0,-0.012875551691314047,792.2000122070312,-0.005523428965297,796.5999755859375,0.019713214462706637,781.2000122070312,-0.02325578378322278,799.7999877929688,-0.04066213736079947,833.7000122070312,0.0061550045514873475,828.5999755859375,-0.039081540860606334,862.2999877929688,0.02059410921543423,328.54998779296875,-0.027814836734800764,337.95001220703125,-0.0033913119309508986,339.1000061035156,-0.03252494692292261,350.5,-0.03390294434074726,362.7999877929688,-0.009690236799241999,366.3500061035156,0.02318117188526788,358.04998779296875,-0.15980290291886692,426.1499938964844,0.02096310524185108,33629.0,-0.01813138686131387,34250.0,0.00966924120040092,33922.0,0.004679540338822415,33764.0,-0.007262356296492311,34011.0,-0.021266187050359712,34750.0,0.011821569997670627,34344.0,0.011903358868591632,33940.0,0.016045982517063826,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
