date,qty_rol_mean,qty_rol_std,qty_rol_max,qty_rol_min,lvmh_stock_price_rol_mean,lvmh_stock_price_rol_std,lvmh_stock_price_rol_max,lvmh_stock_price_rol_min,kering_stock_price_rol_mean,kering_stock_price_rol_std,kering_stock_price_rol_max,kering_stock_price_rol_min,ftse_mib_price_rol_mean,ftse_mib_price_rol_std,ftse_mib_price_rol_max,ftse_mib_price_rol_min,usa_index_rol_mean,usa_index_rol_std,usa_index_rol_max,usa_index_rol_min,china_index_rol_mean,china_index_rol_std,china_index_rol_max,china_index_rol_min,qty-0,qty_V_0,qty-1,qty_V_1,qty-2,qty_V_2,qty-3,qty_V_3,qty-4,qty_V_4,qty-5,qty_V_5,qty-6,qty_V_6,qty-7,qty_V_7,lvmh_stock_price-0,lvmh_stock_price_V_0,lvmh_stock_price-1,lvmh_stock_price_V_1,lvmh_stock_price-2,lvmh_stock_price_V_2,lvmh_stock_price-3,lvmh_stock_price_V_3,lvmh_stock_price-4,lvmh_stock_price_V_4,lvmh_stock_price-5,lvmh_stock_price_V_5,lvmh_stock_price-6,lvmh_stock_price_V_6,lvmh_stock_price-7,lvmh_stock_price_V_7,kering_stock_price-0,kering_stock_price_V_0,kering_stock_price-1,kering_stock_price_V_1,kering_stock_price-2,kering_stock_price_V_2,kering_stock_price-3,kering_stock_price_V_3,kering_stock_price-4,kering_stock_price_V_4,kering_stock_price-5,kering_stock_price_V_5,kering_stock_price-6,kering_stock_price_V_6,kering_stock_price-7,kering_stock_price_V_7,ftse_mib_price-0,ftse_mib_price_V_0,ftse_mib_price-1,ftse_mib_price_V_1,ftse_mib_price-2,ftse_mib_price_V_2,ftse_mib_price-3,ftse_mib_price_V_3,ftse_mib_price-4,ftse_mib_price_V_4,ftse_mib_price-5,ftse_mib_price_V_5,ftse_mib_price-6,ftse_mib_price_V_6,ftse_mib_price-7,ftse_mib_price_V_7,usa_index-0,usa_index_V_0,usa_index-1,usa_index_V_1,usa_index-2,usa_index_V_2,usa_index-3,usa_index_V_3,usa_index-4,usa_index_V_4,usa_index-5,usa_index_V_5,usa_index-6,usa_index_V_6,usa_index-7,usa_index_V_7,china_index-0,china_index_V_0,china_index-1,china_index_V_1,china_index-2,china_index_V_2,china_index-3,china_index_V_3,china_index-4,china_index_V_4,china_index-5,china_index_V_5,china_index-6,china_index_V_6,china_index-7,china_index_V_7,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,week_of_month_1,week_of_month_2,week_of_month_3,week_of_month_4,week_of_month_5
2024-09-22,2999.4278951896413,128.60006565292068,3169.032822527398,2864.5385673648634,621.5749969482422,36.2113491498373,674.2999877929688,591.9000244140625,237.375,15.12241713483634,259.0,225.25,33748.5,459.0094407162693,34373.0,33291.0,5596.347412109375,129.33885101536248,5702.5498046875,5408.419921875,2762.2312622070312,58.98156883398241,2842.214111328125,2704.090087890625,3169.032822527398,0.05140662329557379,3014.0887001398623,0.021707149727631023,2950.0514907264424,0.029852250668156895,2864.5385673648634,-0.049245212548571206,3012.909958669237,-0.09255754924747137,3320.221526082095,-0.07651032835589952,3595.299035852845,-0.029670835844634456,3705.23649980408,5.961351842682615e-05,591.9000244140625,-0.026640275978083147,608.0999755859375,-0.00637258891186683,612.0,-0.09239209390597942,674.2999877929688,-0.00998383209031662,681.0999755859375,0.03494909717861942,658.0999755859375,0.03474838928606525,636.0,0.008723235527359239,630.5,-0.04916298716061792,225.25,-0.016375545851528384,229.0,-0.030687830687830688,236.25,-0.08783783783783784,259.0,-0.0038461538461538464,260.0,0.021611001964636542,254.5,-0.00019643705031755724,254.5500030517578,-0.06552860221982897,272.3999938964844,-0.04152011894338313,33762.0,0.0057793136320305055,33568.0,0.008320567120242709,33291.0,-0.031478195094987345,34373.0,0.021485884101040117,33650.0,0.018431645531309587,33041.0,0.03961361777106538,31782.0,-0.007401855148505575,32019.0,-0.05302851058795694,5702.5498046875,0.013602828445432074,5626.02001953125,0.04023358038012922,5408.419921875,-0.04248636509769299,5648.39990234375,0.0024473813444236456,5634.60986328125,0.014468175411846784,5554.25,0.03931204110795589,5344.16015625,-0.0004488684906648596,5346.56005859375,-0.020615126495082348,2736.81396484375,0.012101622316382166,2704.090087890625,-0.022314210444316647,2765.806884765625,-0.026882994584386193,2842.214111328125,-0.004257968466126348,2854.367919921875,-0.008703810238046082,2879.429931640625,0.006021897638999528,2862.194091796875,-0.014849838625428814,2905.337890625,0.004995307029389296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
