date,qty,Google_imm,lvmh_stock_price,kering_stock_price
2021-01-10,1919.4621438322501,24.0,525.2999877929688,586.2999877929688
2021-01-17,1936.8019287582724,27.0,493.95001220703125,561.7999877929688
2021-01-24,1919.9600366880888,24.0,511.5,544.0
2021-01-31,1993.9518839339385,27.0,498.29998779296875,541.5999755859375
2021-02-07,1878.5838081073066,22.0,528.7000122070312,549.0
2021-02-14,1872.1758450937032,23.0,529.2999877929688,547.9000244140625
2021-02-21,1858.9297532723176,24.0,541.7999877929688,528.0
2021-02-28,1692.8520418654193,21.0,525.0,524.9000244140625
2021-03-07,1609.81318616197,23.0,523.2000122070312,539.0
2021-03-14,1603.6222988912784,22.0,563.4000244140625,596.4000244140625
2021-03-21,1437.437397716473,22.0,557.4000244140625,593.5999755859375
2021-03-28,1436.421508213219,24.0,554.9000244140625,564.9000244140625
2021-04-04,1412.2037439543633,23.0,571.7000122070312,599.4000244140625
2021-04-11,1311.5137779294505,27.0,588.2999877929688,611.9000244140625
2021-04-18,1274.0652091068973,29.0,630.0,635.0
2021-04-25,1345.0169986910057,27.0,628.0999755859375,648.7999877929688
2021-05-02,1396.8070651199614,26.0,626.2000122070312,666.5
2021-05-09,1542.1225077453978,28.0,631.4000244140625,695.0999755859375
2021-05-16,1606.4065010279578,23.0,628.0999755859375,706.9000244140625
2021-05-23,1718.9204823302907,27.0,631.5999755859375,719.7999877929688
2021-05-30,1623.9660432865153,29.0,655.7999877929688,748.7999877929688
2021-06-06,1610.3780359071388,27.0,651.2000122070312,735.7000122070312
2021-06-13,1474.0063759131613,24.0,668.0999755859375,742.9000244140625
2021-06-20,1698.4867606353555,28.0,681.0999755859375,750.0
2021-06-27,2038.0806546020044,27.0,673.5999755859375,759.2000122070312
2021-07-04,2207.877601585329,24.0,663.4000244140625,734.4000244140625
2021-07-11,2319.77854990275,27.0,662.4000244140625,731.2000122070312
2021-07-18,2373.6691271585587,26.0,654.2999877929688,731.7999877929688
2021-07-25,2400.6144157864633,30.0,674.0,747.5999755859375
2021-08-01,2546.4740053336336,29.0,673.9000244140625,756.2000122070312
2021-08-08,2356.866468165577,30.0,697.4000244140625,782.5
2021-08-15,2262.0626995815483,30.0,709.7999877929688,788.9000244140625
2021-08-22,2214.660815289534,32.0,620.0,652.5
2021-08-29,1937.0251216512177,31.0,623.0999755859375,668.5999755859375
2021-09-05,1924.243229355578,38.0,634.9000244140625,683.2999877929688
2021-09-12,1945.8987133232004,36.0,663.5,696.4000244140625
2021-09-19,1913.7476714774816,33.0,631.0,637.2000122070312
2021-09-26,1849.774577557852,34.0,642.9000244140625,633.7999877929688
2021-10-03,1840.1781724561733,35.0,630.0,627.2999877929688
2021-10-10,1785.160708500584,35.0,627.7000122070312,627.0
2021-10-17,1770.2772212785626,35.0,664.7999877929688,668.7999877929688
2021-10-24,1849.3643131852346,36.0,667.2999877929688,646.0999755859375
2021-10-31,1831.157624519325,35.0,677.2000122070312,648.2000122070312
2021-11-07,1819.680920444694,39.0,708.9000244140625,659.9000244140625
2021-11-14,1829.8875143535179,56.0,722.9000244140625,677.7999877929688
2021-11-21,1757.2102597052497,51.0,733.5,716.9000244140625
2021-11-28,1602.5496442432861,47.0,692.0,665.5
2021-12-05,1523.5855646398913,51.0,685.0,684.0
2021-12-12,1593.6401167890804,49.0,710.0,700.5
2021-12-19,1628.667392863675,55.0,699.0,689.7999877929688
2021-12-26,1750.5021915529296,62.0,717.4000244140625,687.0
2022-01-02,1781.3646828116093,53.0,727.0,706.9000244140625
2022-01-09,1939.1817155057738,51.0,715.7999877929688,717.4000244140625
2022-01-16,1947.4876461007807,45.0,675.4000244140625,665.5
2022-01-23,1818.170948789469,46.0,697.2000122070312,668.7999877929688
2022-01-30,1796.7070831499468,46.0,716.4000244140625,647.7999877929688
2022-02-06,1689.5067037909334,45.0,706.0999755859375,652.2000122070312
2022-02-13,1635.9065141114268,49.0,685.0,619.7999877929688
2022-02-20,1773.4506508303816,48.0,686.2999877929688,666.5999755859375
2022-02-27,1839.0613155230521,44.0,666.5999755859375,638.5999755859375
2022-03-06,1868.636138699585,51.0,577.7999877929688,558.5999755859375
2022-03-13,1864.4422361026282,51.0,594.9000244140625,557.0999755859375
2022-03-20,1835.778430968266,51.0,639.4000244140625,604.5
2022-03-27,1816.5489239371987,45.0,626.0,582.2999877929688
2022-04-03,1750.4119577283204,44.0,649.5999755859375,575.2999877929688
2022-04-10,1717.3434746238813,46.0,631.7000122070312,551.2999877929688
2022-04-17,1684.2582541966663,50.0,640.0,533.7999877929688
2022-04-24,1627.1458288882231,48.0,639.5999755859375,529.2000122070312
2022-05-01,1698.6850671336551,44.0,619.5,513.0999755859375
2022-05-08,1704.832536834131,47.0,561.9000244140625,457.8999938964844
2022-05-15,1661.8322192602636,47.0,581.2999877929688,460.1000061035156
2022-05-22,1602.1895571850598,51.0,556.5999755859375,450.3500061035156
2022-05-29,1615.0039288361895,49.0,593.4000244140625,489.0
2022-06-05,1651.4856659736693,49.0,609.0999755859375,521.0
2022-06-12,1716.0883410191175,60.0,572.9000244140625,510.3999938964844
2022-06-19,1790.0567822406408,49.0,544.7000122070312,481.8500061035156
2022-06-26,1827.0410028514025,50.0,587.4000244140625,502.5
2022-07-03,1805.5622348562065,54.0,580.0,487.25
2022-07-10,2091.9162914130056,52.0,606.9000244140625,501.0
2022-07-17,2242.5145830647525,54.0,608.4000244140625,496.8999938964844
2022-07-24,2346.905214473153,57.0,634.7000122070312,531.2999877929688
2022-07-31,2285.0177406391995,83.0,675.0,556.9000244140625
2022-08-07,2254.074003722223,91.0,682.2000122070312,543.5999755859375
2022-08-14,2238.6021352637345,71.0,694.5,561.0
2022-08-21,2230.8662010344906,62.0,698.2999877929688,558.0999755859375
2022-08-28,2207.5782066488073,60.0,669.0,528.9000244140625
2022-09-04,1950.6992881925103,59.0,644.5999755859375,496.1000061035156
2022-09-11,1822.2598289643615,52.0,652.2999877929688,522.2000122070312
2022-09-18,1740.5284585088473,54.0,639.5,494.1499938964844
2022-09-25,1765.3095213093693,52.0,603.2000122070312,477.20001220703125
2022-10-02,1754.7399443849908,69.0,610.4000244140625,458.54998779296875
2022-10-09,1717.0411389226656,76.0,618.2000122070312,449.5
2022-10-16,1682.6335492424162,67.0,625.2000122070312,448.0
2022-10-23,1714.8167035139852,65.0,631.5,454.1000061035156
2022-10-30,1585.319087829395,58.0,649.2999877929688,463.75
2022-11-06,1604.3354620017267,53.0,666.2000122070312,503.3999938964844
2022-11-13,1731.0515896688194,57.0,706.2000122070312,543.5999755859375
2022-11-20,1750.877826721226,70.0,698.2000122070312,551.0999755859375
2022-11-27,1729.4647264195505,82.0,700.2000122070312,545.2999877929688
2022-12-04,1734.8080314211793,49.0,715.2999877929688,559.7000122070312
2022-12-11,1702.7295674749553,39.0,720.2999877929688,523.5
2022-12-18,1672.4977081157272,39.0,693.7999877929688,491.04998779296875
2022-12-25,1631.3125438818968,43.0,673.7999877929688,471.95001220703125
2023-01-01,1589.620461183695,37.0,679.9000244140625,475.5
2023-01-08,1535.5754237353376,35.0,748.7999877929688,527.5999755859375
2023-01-15,1498.4550875317502,30.0,785.2999877929688,563.5999755859375
2023-01-22,1464.8318157774524,30.0,782.7999877929688,531.5999755859375
2023-01-29,1415.5089224143599,28.0,801.0,557.7000122070312
2023-02-05,1482.1519408284798,28.0,829.4000244140625,598.5999755859375
2023-02-12,1507.6193268817924,27.0,797.5999755859375,559.5
2023-02-19,1525.8791902576945,26.0,818.4000244140625,590.0
2023-02-26,1541.2448450135507,27.0,777.2999877929688,553.7999877929688
2023-03-05,1575.9195601411939,27.0,815.0999755859375,577.4000244140625
2023-03-12,1489.1403468867993,26.0,802.5999755859375,573.5999755859375
2023-03-19,1545.2395690381838,26.0,787.2999877929688,547.0999755859375
2023-03-26,1531.5168181130362,28.0,813.4000244140625,580.5
2023-04-02,1502.7333779776015,28.0,844.4000244140625,600.0
2023-04-09,1501.343355974499,28.0,829.0999755859375,555.4000244140625
2023-04-16,1469.2461515040652,27.0,892.7999877929688,576.0
2023-04-23,1401.071588364768,28.0,901.0999755859375,578.0
2023-04-30,1335.2066110832063,27.0,871.0,579.7000122070312
2023-05-07,1209.140682045234,25.0,876.9000244140625,561.4000244140625
2023-05-14,1130.01629538972,25.0,885.4000244140625,545.4000244140625
2023-05-21,1138.4726143819962,26.0,874.2999877929688,535.0999755859375
2023-05-28,1158.7076012376256,26.0,843.5,517.7000122070312
2023-06-04,1173.844394817047,25.0,830.9000244140625,506.70001220703125
2023-06-11,1232.1140074439363,27.0,820.0,504.70001220703125
2023-06-18,1292.0972987886882,27.0,868.5999755859375,527.7000122070312
2023-06-25,1279.984821382511,27.0,830.0999755859375,502.20001220703125
2023-07-02,1260.2517832501223,26.0,863.0,505.6000061035156
2023-07-09,1266.337876148234,28.0,825.4000244140625,477.6000061035156
2023-07-16,1211.8987755095313,27.0,892.2999877929688,500.0
2023-07-23,1185.9157034281814,26.0,867.9000244140625,541.2999877929688
2023-07-30,1146.7531155209317,25.0,841.2000122070312,531.2000122070312
2023-08-06,1149.083864447015,27.0,816.0,514.5
2023-08-13,1150.2492389100566,27.0,820.4000244140625,517.0999755859375
2023-08-20,1150.8319261415777,26.0,776.9000244140625,492.6000061035156
2023-08-27,1151.1232697573382,26.0,785.2999877929688,487.6000061035156
2023-09-03,1179.9474793498177,24.0,775.7999877929688,488.79998779296875
2023-09-10,1159.2536906859777,24.0,740.0,469.70001220703125
2023-09-17,1148.9067963540576,25.0,761.2000122070312,469.1000061035156
2023-09-24,1104.3384620943166,25.0,732.2999877929688,460.45001220703125
2023-10-01,1146.096905978374,25.0,716.4000244140625,431.8999938964844
2023-10-08,1064.3728504195817,24.0,729.7000122070312,425.3500061035156
2023-10-15,993.5112373550187,25.0,660.5999755859375,406.79998779296875
2023-10-22,965.0004043781622,24.0,664.0,402.79998779296875
2023-10-29,920.0282479453003,25.0,661.4000244140625,383.5
2023-11-05,881.1937004738852,26.0,702.7999877929688,407.25
2023-11-12,938.2953861603958,28.0,687.0999755859375,393.1000061035156
2023-11-19,907.660503994504,31.0,711.5999755859375,404.29998779296875
2023-11-26,905.6957484417044,29.0,706.9000244140625,406.45001220703125
2023-12-03,883.5902111166477,29.0,699.2000122070312,392.8999938964844
2023-12-10,846.4534331906548,26.0,739.0999755859375,413.79998779296875
2023-12-17,847.2913094300897,27.0,748.4000244140625,417.8500061035156
2023-12-24,794.1772442616146,34.0,737.7000122070312,397.79998779296875
2023-12-31,767.6202116773771,29.0,733.5999755859375,399.0
2024-01-07,770.6962682018543,26.0,688.9000244140625,378.3999938964844
2024-01-14,769.8680877269454,28.0,669.9000244140625,366.70001220703125
2024-01-21,843.1136341995189,32.0,659.4000244140625,350.5
2024-01-28,807.9341464250056,27.0,773.0999755859375,384.79998779296875
2024-02-04,744.9987379468262,28.0,778.0999755859375,376.6000061035156
2024-02-11,730.4038125417715,24.0,807.5,413.1000061035156
2024-02-18,749.6718895794738,29.0,815.7999877929688,428.1000061035156
2024-02-25,819.0924346079458,30.0,850.0999755859375,425.6499938964844
2024-03-03,857.2395170169177,29.0,846.4000244140625,423.95001220703125
2024-03-10,839.4934668761629,28.0,844.9000244140625,417.3999938964844
2024-03-17,855.4415177883675,31.0,862.2999877929688,426.1499938964844
2024-03-24,902.0029996513069,29.0,828.5999755859375,358.04998779296875
2024-03-31,891.311835069966,30.0,833.7000122070312,366.3500061035156
2024-04-07,821.4369759084685,29.0,799.7999877929688,362.79998779296875
2024-04-14,849.387943985276,28.0,781.2000122070312,350.5
2024-04-21,845.4647099721086,31.0,796.5999755859375,339.1000061035156
2024-04-28,830.6037027486602,31.0,792.2000122070312,337.95001220703125
2024-05-05,812.5244049296768,31.0,782.0,328.54998779296875
2024-05-12,862.5732601038153,26.0,788.4000244140625,332.45001220703125
2024-05-19,869.8625872412524,29.0,783.2000122070312,332.04998779296875
2024-05-26,844.5537332764125,30.0,750.0,332.45001220703125
2024-06-02,832.438940144953,31.0,734.9000244140625,317.20001220703125
2024-06-09,812.9439024765807,33.0,762.5,328.1000061035156
2024-06-16,808.1073779210992,34.0,711.4000244140625,302.5
2024-06-23,838.8433794490193,32.0,717.2999877929688,320.1000061035156
2024-06-30,854.1651930482589,31.0,713.5999755859375,338.5
2024-07-07,913.0289971479903,35.0,716.4000244140625,335.04998779296875
2024-07-14,869.0143129621056,35.0,695.7000122070312,325.70001220703125
