,brand,score,features,params
0,GIV,0.6665133041944635,"['kering_stock_price_rol_std', 'qty_V_7', 'qty-4', 'kering_stock_price_V_0', 'qty-2', 'ftse_mib_price_V_2', 'lvmh_stock_price_V_3', 'qty-1', 'qty-3']","{'nthread': 4, 'objective': 'binary:logistic', 'learning_rate': 0.07, 'max_depth': 6, 'min_child_weight': 5, 'subsample': 0.9, 'colsample_bytree': 0.8, 'n_estimators': 500, 'scale_pos_weight': 5}"
