,brand,score,features,params
0,BAL,0.7414435308173447,"['qty_V_1', 'qty-2', 'Google_imm_rol_mean', 'qty_V_0', 'lvmh_stock_price_rol_std', 'ftse_mib_price_V_5', 'qty_V_4', 'kering_stock_price_V_4']","{'nthread': 4, 'objective': 'binary:logistic', 'learning_rate': 0.08, 'max_depth': 6, 'min_child_weight': 6, 'subsample': 0.7, 'colsample_bytree': 0.7, 'n_estimators': 500, 'scale_pos_weight': 3}"
